address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0xa920de414ea4ab66b97da1bfe9e6eca7d4219635,790492.6589959238,23483,3,1.2766048627519169,9.912303786612556,28253,8171537659.774368,19381,254,1384
0xf521007c7845590c6c5ae46833defa0a68883cd4,8291121.618090453,13271,1,1.2765716618272258,5.290287015069188,33,195112.36323650618,199,252,33
0x80aca0c645fedabaa20fd2bf0daf57885a309fe6,931155.7780990939,11792,35,1.2765562660907823,8.977841765939285,27629,950258505.369621,5187,244,2420
0x42743f4d9f139bfd04680df50bce2d7dd8816f90,687882.9861650863,21891,40,1.2764781544040482,8.905271965975565,6894,804029466.7589836,6433,255,2713
0x4b90695c2013fc60df1e168c2bcd4fd12f5c9841,751567.2786410324,15277,1,1.2763365910019173,7.767824039177513,5625,58590072.00845663,11391,256,5281
0x5ae84f92d59bf0e2fd252aa76a4bec1ec9722007,2506647,18804,2,1.2762377349310956,6.164964098626058,1769,1462055.3071604099,2,254,1
0xb6c057591e073249f2d9d88ba59a46cfc9b59edb,997671.4149357856,10476,4,1.276187241773382,9.274365838192846,9327,1880900569.5805871,6307,240,2136
0xd953cc57d906e1f2d7d6c8c50a369ff64096ddc5,3410700,21568,2,1.2761562927116596,4.916933091145354,26,82590.06972216011,1,254,1
0x337685fdab40d39bd02028545a4ffa7d287cc3e2,293066.8640206054,8840,817,1.276146813613028,9.603445190305575,1138466,4012778521.027667,148699,243,71135
0x98a244f4a4f9b4430cf0349e9d76c8e69d246715,2224620,18653,2,1.2759930203945486,6.427181339089761,527,2674121.752021501,2,255,1
0xac2c198f3103ee19bab07530f2bc2c2ae88f2cb5,4951450,18945,2,1.2759812954895269,3.663249740518174,4,4604.213196827137,3,256,1
0x63e5d6cc84ed2a6336b2a06fb5b4318f70f14b45,1800747.5,21568,2,1.275913589982413,6.672800145821914,163,4707605.413226172,2,254,2
0xa6e941eab67569ca4522f70d343714ff51d571c4,471964.7985340729,6392,751,1.2757462830626562,9.105970284031496,124747,1276351472.3296018,25240,248,12503
